Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Calorie_Level
15,Female,185.0,95.7,27.95,Low,High
8,Female,131.1,29.8,17.32,Medium,Low
6,Male,141.4,55.4,27.74,Low,Medium
17,Female,175.4,84.9,27.6,High,High
10,Female,158.6,58.8,23.36,Medium,Medium
8,Male,128.1,33.5,20.39,Low,Low
10,Female,150.2,52.7,23.34,Medium,Medium
7,Male,127.6,27.7,17.04,Medium,Low
10,Male,145.0,60.3,28.69,High,High
6,Female,132.4,36.6,20.85,Low,Low
6,Female,119.8,15.0,10.45,High,Low
17,Female,183.9,75.6,22.37,Medium,High
13,Male,155.7,47.8,19.72,High,High
11,Female,153.1,57.0,24.33,Low,Low
7,Male,138.8,36.1,18.72,Medium,Medium
17,Female,163.2,65.9,24.73,Medium,Medium
15,Female,153.9,61.4,25.92,Medium,Medium
5,Female,136.6,52.8,28.31,High,Medium
12,Male,147.0,44.5,20.58,Medium,Medium
10,Female,153.1,41.9,17.85,High,Medium
11,Female,143.9,58.2,28.13,Low,Low
13,Male,182.3,70.7,21.26,High,High
9,Male,103.8,15.0,13.91,Low,Low
5,Female,128.8,42.9,25.87,High,Medium
16,Female,178.4,86.9,27.31,High,High
14,Female,166.1,69.9,25.36,Medium,High
11,Male,148.0,47.6,21.74,Medium,Medium
9,Male,120.7,18.7,12.88,Medium,Low
7,Male,125.2,20.0,12.76,Low,Low
16,Male,148.3,46.0,20.93,Medium,Medium
17,Female,157.8,57.4,23.06,Medium,Medium
13,Male,157.1,46.1,18.69,High,High
5,Male,131.7,25.1,14.49,High,Medium
5,Male,119.3,15.0,10.54,High,Low
5,Female,119.6,20.2,14.13,Medium,Low
7,Female,121.2,21.8,14.87,High,Low
16,Male,157.5,71.7,28.92,Medium,High
10,Male,147.7,50.7,23.24,Medium,Medium
14,Female,168.8,64.3,22.58,Medium,High
15,Female,173.3,71.6,23.87,High,High
7,Female,131.5,35.4,20.48,High,Medium
12,Female,150.5,52.3,23.1,Medium,Medium
14,Female,161.7,66.3,25.37,High,High
6,Female,121.1,24.1,16.43,Medium,Low
13,Female,156.3,54.3,22.22,High,High
7,Female,116.1,15.0,11.13,Medium,Low
9,Male,126.9,22.2,13.79,Low,Low
14,Male,157.8,50.4,20.24,Medium,Medium
12,Male,159.7,51.0,20.01,Medium,Medium
6,Male,124.6,39.3,25.32,Medium,Medium
10,Male,160.0,61.0,23.83,Medium,High
16,Male,170.7,69.5,23.84,Medium,High
9,Female,117.2,15.0,10.92,High,Low
17,Female,164.4,67.8,25.1,High,High
14,Male,148.3,57.9,26.34,Medium,Medium
13,Male,166.9,72.7,26.09,High,High
16,Female,158.1,65.5,26.2,Medium,Medium
9,Female,113.9,15.0,11.57,High,Low
6,Female,140.2,40.2,20.44,Medium,Medium
9,Male,135.3,30.7,16.78,Low,Low
16,Female,175.0,75.9,24.77,Low,Medium
8,Male,132.8,43.0,24.38,High,High
15,Male,152.7,56.2,24.1,Medium,Medium
11,Female,141.0,54.0,27.17,High,Medium
10,Female,141.6,39.3,19.6,Medium,Medium
6,Male,107.9,15.0,12.88,Medium,Low
16,Female,159.4,63.5,24.99,Low,Medium
15,Female,159.5,60.5,23.77,High,High
15,Male,166.3,68.8,24.9,Low,Medium
17,Female,190.0,91.4,25.31,High,High
9,Male,124.8,20.9,13.43,Medium,Low
11,Male,146.3,47.8,22.36,High,High
15,Female,162.5,70.3,26.62,Low,Medium
11,Male,152.4,61.0,26.27,Low,Medium
9,Male,114.3,15.0,11.49,Medium,Low
16,Female,184.0,85.8,25.36,Medium,High
13,Female,163.8,75.6,28.18,Low,Medium
8,Female,121.0,17.3,11.81,High,Low
15,Male,174.7,69.5,22.77,Low,Medium
7,Male,116.1,22.4,16.65,Medium,Low
8,Female,132.2,37.1,21.26,Low,Low
9,Male,139.1,32.4,16.73,Medium,Medium
17,Female,162.6,51.4,19.44,Medium,Medium
10,Female,165.5,67.2,24.53,Low,Medium
7,Male,131.4,28.1,16.26,High,Medium
6,Female,131.6,18.1,10.45,Medium,Low
17,Male,178.7,73.2,22.92,High,High
8,Male,141.3,46.1,23.1,Low,Low
9,Female,127.6,26.4,16.21,Medium,Low
8,Male,133.0,45.5,25.73,Low,Low
15,Female,179.0,62.3,19.44,High,High
17,Male,153.4,64.1,27.24,Medium,High
16,Male,147.7,45.0,20.61,High,High
7,Male,124.4,20.5,13.25,Medium,Low
12,Female,127.5,15.1,9.27,High,Low
14,Male,161.9,65.6,25.03,Medium,High
8,Female,128.1,15.0,9.13,Low,Low
6,Male,122.2,28.8,19.26,Low,Low
6,Male,123.6,15.0,9.82,Medium,Low
5,Female,115.0,15.0,11.35,Medium,Low
17,Female,172.9,63.4,21.2,Low,Medium
8,Female,114.4,15.0,11.47,High,Low
14,Female,144.0,51.5,24.85,Medium,Medium
13,Female,162.9,75.0,28.24,Medium,High
15,Male,174.2,69.2,22.83,Low,Medium
11,Male,145.8,45.4,21.37,Medium,Medium
16,Female,153.4,57.3,24.35,Low,Low
14,Male,166.0,63.4,23.0,Low,Medium
11,Male,149.4,53.0,23.75,High,High
17,Male,165.9,65.9,23.93,Medium,High
11,Female,142.4,40.3,19.9,Medium,Medium
12,Male,149.9,38.5,17.14,Low,Low
5,Male,107.6,15.0,12.95,Medium,Low
14,Male,156.1,63.7,26.17,Low,Medium
17,Female,151.9,45.7,19.8,Medium,Medium
14,Male,178.5,62.7,19.69,Medium,High
12,Male,152.1,49.6,21.42,Medium,Medium
8,Female,126.9,38.9,24.19,High,Medium
8,Female,110.5,20.2,16.54,Medium,Low
8,Male,132.4,27.8,15.85,Medium,Medium
10,Male,158.9,62.5,24.77,Medium,High
11,Female,150.7,55.6,24.49,Low,Low
10,Female,144.6,56.6,27.04,High,High
5,Female,131.3,18.9,10.97,Medium,Low
16,Female,167.7,59.2,21.04,Low,Medium
12,Female,154.3,38.2,16.05,High,Medium
17,Female,174.0,68.6,22.65,Low,Medium
14,Female,162.8,71.3,26.91,High,High
15,Male,158.4,53.9,21.49,High,High
17,Female,161.0,50.5,19.5,Medium,Medium
11,Female,150.4,52.2,23.08,Low,Low
10,Male,141.6,43.6,21.76,Low,Low
10,Female,137.5,29.4,15.53,Low,Low
9,Female,125.0,20.9,13.4,Low,Low
10,Male,156.1,57.3,23.51,Medium,High
16,Female,166.4,72.3,26.13,High,High
13,Male,162.2,57.0,21.67,Medium,High
14,Male,168.2,61.9,21.86,Medium,High
13,Male,165.8,81.1,29.5,Medium,High
14,Male,145.7,43.5,20.49,High,High
12,Female,152.0,54.0,23.37,Low,Low
14,Male,169.1,74.3,25.98,Medium,High
13,Male,165.2,50.9,18.65,High,High
17,Female,175.6,75.5,24.47,High,High
14,Male,177.1,64.0,20.39,High,High
12,Male,153.0,51.9,22.19,High,High
12,Male,136.5,47.5,25.48,Low,Low
5,Male,116.8,15.0,10.99,Medium,Low
14,Female,176.2,62.8,20.25,Low,Medium
15,Male,146.2,61.3,28.68,Medium,Medium
9,Female,123.5,15.0,9.83,Medium,Low
8,Female,129.4,17.4,10.4,Medium,Low
6,Male,107.5,20.4,17.7,High,Low
12,Male,147.3,37.9,17.44,Medium,Medium
7,Male,134.5,47.7,26.35,Medium,Medium
8,Male,110.1,15.0,12.36,Low,Low
16,Female,181.6,91.9,27.86,High,High
11,Female,134.9,36.4,20.0,Low,Low
14,Female,170.7,79.4,27.23,Low,Medium
13,Male,164.2,56.8,21.08,Low,Medium
6,Female,125.7,20.8,13.16,Medium,Low
7,Male,112.2,15.0,11.92,Low,Low
8,Male,137.6,45.4,23.97,High,High
14,Male,168.3,71.6,25.3,High,High
5,Male,141.2,33.1,16.62,High,Medium
11,Male,132.4,18.4,10.51,Low,Low
6,Female,123.2,25.4,16.77,High,Low
9,Female,127.1,40.5,25.07,High,Medium
5,Male,125.6,24.5,15.53,High,Medium
7,Female,131.7,26.4,15.23,Medium,Low
16,Male,163.1,55.6,20.9,High,High
6,Male,146.2,56.2,26.29,Low,Medium
5,Male,125.4,19.2,12.19,High,Medium
11,Female,116.2,15.0,11.12,Low,Low
9,Male,125.8,34.2,21.58,Medium,Medium
5,Male,137.6,42.7,22.56,High,High
10,Female,135.8,33.1,17.96,Medium,Low
9,Female,115.1,15.0,11.32,Low,Low
7,Female,116.6,28.3,20.83,High,Low
16,Male,154.2,45.3,19.04,High,High
11,Male,140.2,38.5,19.6,Low,Low
15,Female,174.1,62.0,20.47,High,High
14,Male,180.3,89.8,27.63,Medium,High
13,Female,140.8,37.0,18.65,Medium,Low
17,Female,161.2,55.6,21.4,Low,Low
17,Male,168.0,73.3,25.97,Low,Medium
13,Male,167.0,55.6,19.94,Low,Medium
13,Female,184.0,89.1,26.31,Low,Medium
6,Female,104.9,15.0,13.63,High,Low
7,Female,99.1,15.0,15.27,Medium,Low
11,Female,165.6,57.7,21.03,High,High
9,Male,132.5,27.1,15.41,High,Medium
6,Female,119.3,15.7,11.06,Low,Low
7,Female,126.7,17.1,10.67,High,Low
14,Female,167.4,69.8,24.89,High,High
10,Male,139.0,29.2,15.13,Medium,Medium
17,Male,166.4,47.5,17.15,Low,Medium
11,Female,148.5,63.9,28.96,High,High
13,Male,185.2,86.7,25.3,High,High
5,Male,134.6,50.7,27.98,High,High
15,Male,182.4,74.0,22.26,Low,Medium
11,Female,131.6,35.4,20.45,Low,Low
12,Female,141.5,48.7,24.31,Medium,Medium
16,Male,167.4,65.9,23.51,Medium,High
7,Female,105.8,15.0,13.4,Low,Low
8,Female,136.8,34.7,18.54,Medium,Low
14,Male,171.4,76.4,26.01,Medium,High
10,Male,141.3,46.0,23.05,High,High
14,Female,163.2,63.2,23.72,Medium,Medium
11,Male,157.5,64.7,26.08,Medium,High
17,Female,157.0,63.8,25.89,High,High
8,Female,137.9,33.8,17.74,High,Medium
12,Male,142.5,30.3,14.93,Low,Low
9,Female,132.6,34.1,19.4,Low,Low
5,Female,125.9,19.9,12.56,High,Low
8,Male,147.3,48.5,22.34,Medium,Medium
7,Male,116.1,26.9,19.94,High,Medium
13,Male,159.3,62.8,24.74,Medium,High
12,Female,129.9,40.3,23.87,Low,Low
5,Male,114.0,15.0,11.54,Medium,Low
15,Male,172.1,80.8,27.28,Medium,High
10,Male,161.0,74.4,28.71,Medium,High
13,Male,173.3,73.8,24.58,Low,Medium
11,Female,144.9,63.5,30.24,High,High
8,Female,116.1,15.0,11.14,Medium,Low
17,Male,174.0,68.9,22.75,Medium,High
5,Female,115.5,20.7,15.52,High,Low
16,Male,151.5,51.9,22.63,Medium,Medium
6,Male,121.9,16.0,10.75,High,Medium
16,Female,144.7,49.6,23.71,High,Medium
9,Female,111.2,15.0,12.13,Medium,Low
16,Male,183.9,79.2,23.42,Medium,High
15,Male,149.3,50.8,22.8,High,High
9,Female,113.1,19.2,15.0,Low,Low
12,Male,145.7,40.9,19.24,Low,Low
10,Female,146.2,50.4,23.56,High,Medium
12,Male,142.7,35.7,17.55,High,Medium
6,Male,105.0,15.0,13.61,High,Low
7,Female,133.5,42.4,23.78,Low,Low
10,Female,140.6,45.5,23.02,Low,Low
16,Female,177.2,62.1,19.78,Low,Medium
17,Female,158.6,55.6,22.1,Medium,Medium
14,Female,174.8,78.7,25.76,Medium,High
7,Female,138.0,39.1,20.53,Medium,Low
10,Female,140.3,45.3,22.99,Low,Low
10,Male,153.8,54.7,23.14,Medium,Medium
6,Male,111.7,15.0,12.02,Medium,Low
11,Male,147.6,46.3,21.26,Low,Medium
16,Female,177.2,86.0,27.37,High,High
6,Female,130.2,35.7,21.09,Low,Low
10,Female,169.1,72.3,25.3,High,High
5,Male,130.7,31.5,18.4,High,Medium
7,Female,121.3,17.0,11.52,Medium,Low
6,Female,153.4,51.0,21.65,Low,Low
11,Male,161.3,69.9,26.84,Medium,High
8,Female,109.0,16.7,14.09,High,Low
12,Male,137.2,32.0,16.99,Low,Low
10,Male,134.6,35.4,19.54,High,Medium
16,Female,171.5,75.4,25.66,High,High
14,Female,170.7,74.2,25.45,High,High
8,Female,130.6,34.0,19.95,Medium,Low
9,Male,108.7,15.0,12.69,High,Low
17,Male,158.6,49.2,19.57,High,High
17,Male,163.5,72.9,27.26,Medium,High
13,Female,146.8,58.9,27.32,Low,Low
11,Female,136.3,24.4,13.15,Low,Low
14,Female,178.6,78.3,24.57,Low,Medium
13,Female,149.5,56.0,25.06,High,High
11,Male,159.6,41.9,16.47,Medium,Medium
16,Male,175.9,67.3,21.76,High,High
5,Male,122.1,21.4,14.33,High,Medium
16,Male,158.5,53.7,21.39,Medium,Medium
12,Female,153.3,55.0,23.39,Medium,Medium
8,Female,117.1,28.9,21.06,Low,Low
7,Female,117.6,15.0,10.84,High,Low
17,Male,164.8,65.2,24.0,Medium,High
11,Male,123.7,20.9,13.68,Medium,Low
16,Female,150.5,51.6,22.78,Low,Low
7,Female,121.8,21.9,14.74,High,Low
12,Male,149.8,70.9,31.59,High,High
10,Female,137.0,48.9,26.06,Medium,Medium
9,Male,123.0,15.0,9.91,Medium,Low
8,Male,108.9,15.0,12.66,High,Low
12,Male,154.3,48.1,20.2,Low,Medium
12,Female,147.2,37.3,17.23,Low,Low
16,Female,168.1,57.1,20.22,Medium,Medium
5,Male,129.9,28.5,16.87,Low,Low
13,Female,165.8,59.9,21.78,Medium,Medium
9,Male,120.2,15.0,10.39,Medium,Low
8,Male,136.3,52.5,28.24,Medium,Medium
10,Male,146.6,41.2,19.18,Low,Low
10,Male,143.3,39.8,19.37,Medium,Medium
6,Female,124.9,30.8,19.77,Medium,Low
12,Male,144.7,41.1,19.64,Medium,Medium
11,Male,143.2,33.9,16.53,Medium,Medium
5,Female,129.5,27.4,16.35,High,Medium
9,Male,115.6,31.7,23.71,Low,Low
16,Male,156.4,52.5,21.48,High,High
10,Female,150.6,43.3,19.09,Low,Low
8,Female,123.5,26.9,17.63,Medium,Low
6,Female,134.7,32.3,17.78,Medium,Low
17,Male,169.1,91.0,31.83,Medium,High
8,Female,119.5,15.0,10.51,High,Low
5,Female,130.8,44.6,26.1,Medium,Medium
11,Male,157.0,66.3,26.9,Medium,High
6,Male,129.5,26.4,15.76,High,Medium
17,Male,171.7,71.6,24.31,Low,Medium
6,Male,123.3,15.0,9.9,Low,Low
13,Male,174.9,70.6,23.08,Low,Medium
9,Female,119.2,16.1,11.32,Low,Low
6,Female,128.4,29.6,17.99,Medium,Low
15,Female,190.0,78.7,21.8,Medium,High
13,Male,170.4,72.9,25.1,Low,Medium
13,Male,160.8,59.6,23.06,Low,Medium
5,Male,120.8,24.0,16.42,High,Medium
15,Female,164.3,68.7,25.44,High,High
7,Female,133.5,31.7,17.79,High,Medium
8,Male,126.5,30.4,18.99,High,Medium
11,Female,138.5,37.8,19.71,High,Medium
14,Male,158.5,64.4,25.65,High,High
8,Female,126.5,29.0,18.15,Medium,Low
6,Female,125.4,26.9,17.08,Low,Low
11,Female,149.5,48.7,21.79,Medium,Medium
10,Male,154.2,64.5,27.15,Low,Medium
7,Female,152.3,55.5,23.94,High,High
10,Female,130.4,19.8,11.65,Medium,Low
15,Male,171.9,68.1,23.05,Medium,High
10,Female,146.0,44.2,20.72,Low,Low
16,Male,146.6,46.5,21.67,Medium,Medium
9,Male,137.5,38.9,20.58,Medium,Medium
8,Male,129.2,21.7,12.97,Low,Low
14,Male,173.0,72.5,24.21,Medium,High
16,Male,148.0,45.5,20.77,Low,Low
5,Female,122.8,31.5,20.87,Medium,Low
14,Male,154.2,46.2,19.45,Medium,Medium
10,Male,166.6,66.5,23.95,High,High
6,Male,136.4,31.0,16.63,Medium,Medium
17,Male,158.2,73.1,29.21,Medium,High
7,Female,109.6,19.7,16.38,High,Low
12,Male,146.9,33.8,15.66,Medium,Medium
14,Female,175.9,69.6,22.47,Medium,High
10,Male,127.6,34.6,21.24,Medium,Medium
7,Female,115.7,19.3,14.45,High,Low
11,Male,133.9,37.4,20.82,Medium,Medium
8,Male,133.7,35.2,19.7,Medium,Medium
13,Female,161.3,68.9,26.49,High,High
9,Male,121.7,28.0,18.88,Low,Low
7,Female,126.7,24.4,15.2,High,Low
6,Male,116.2,15.0,11.11,Medium,Low
15,Female,150.6,37.0,16.34,Medium,Medium
6,Male,138.7,37.9,19.69,High,Medium
7,Male,139.6,24.9,12.78,Low,Low
6,Female,126.8,28.8,17.92,High,Medium
8,Male,127.5,25.1,15.41,High,Medium
6,Male,137.6,53.2,28.07,Medium,Medium
14,Male,166.6,69.3,24.98,High,High
13,Male,160.8,60.6,23.42,Low,Medium
6,Male,125.4,15.0,9.54,High,Medium
13,Male,178.9,68.8,21.5,Medium,High
17,Female,165.5,71.0,25.91,Medium,High
10,Female,138.3,35.8,18.72,Low,Low
5,Female,126.5,46.8,29.23,Medium,Medium
8,Male,131.6,30.9,17.85,Low,Low
5,Female,130.4,31.7,18.66,High,Medium
10,Male,150.5,40.0,17.65,High,High
17,Male,156.7,64.3,26.18,Low,Medium
8,Male,132.7,25.3,14.36,Low,Low
7,Male,125.3,29.5,18.78,High,Medium
7,Female,117.9,24.4,17.54,Medium,Low
13,Male,172.6,73.4,24.63,Low,Medium
10,Female,140.5,54.5,27.63,Medium,Medium
13,Male,149.3,44.4,19.92,Medium,Medium
17,Female,155.0,68.4,28.47,Low,Medium
9,Female,123.2,15.0,9.89,High,Low
6,Female,130.8,37.2,21.73,Medium,Low
12,Female,136.4,35.2,18.94,Low,Low
9,Female,122.6,16.9,11.26,High,Low
6,Female,112.8,15.0,11.78,Medium,Low
8,Male,134.8,32.7,18.01,Low,Low
13,Female,182.2,79.6,23.98,Low,Medium
8,Male,141.1,42.5,21.34,Low,Low
17,Female,174.6,80.4,26.37,Medium,High
16,Male,173.6,67.2,22.28,Low,Medium
16,Female,144.3,58.3,28.03,Medium,Medium
16,Female,166.8,62.5,22.46,Low,Medium
17,Male,160.0,64.9,25.32,Medium,High
8,Female,133.8,34.5,19.28,High,Medium
6,Female,99.6,15.0,15.11,Medium,Low
17,Female,166.9,67.3,24.13,Medium,High
16,Male,162.9,55.3,20.86,High,High
10,Female,156.2,53.1,21.76,Medium,Medium
17,Male,180.5,69.8,21.42,Medium,High
15,Female,155.7,51.3,21.17,Medium,Medium
6,Female,116.2,15.0,11.12,High,Low
16,Male,167.3,74.1,26.46,Low,Medium
11,Female,162.3,59.7,22.65,Medium,Medium
7,Female,125.6,22.0,13.96,Medium,Low
7,Male,112.2,15.0,11.91,Medium,Low
9,Female,118.9,20.4,14.41,High,Low
7,Male,127.0,22.3,13.82,Medium,Low
6,Male,127.4,30.6,18.83,Low,Low
14,Male,158.0,56.5,22.66,High,High
13,Female,158.7,54.0,21.43,Low,Low
6,Male,115.2,15.0,11.31,Low,Low
15,Male,176.4,84.0,26.99,Medium,High
6,Female,116.7,15.0,11.02,High,Low
17,Male,160.4,62.4,24.28,High,High
12,Female,140.1,29.8,15.19,High,Medium
13,Female,148.9,57.9,26.08,Low,Low
11,Female,136.4,31.7,17.05,Medium,Low
7,Female,137.3,40.5,21.48,Low,Low
13,Male,152.9,50.9,21.77,High,High
7,Male,115.4,18.5,13.88,Medium,Low
9,Male,111.7,15.2,12.21,Low,Low
13,Male,164.1,62.9,23.37,High,High
16,Male,183.9,68.9,20.39,Medium,High
7,Female,123.7,32.4,21.18,Medium,Low
11,Male,145.7,44.5,20.99,High,High
16,Male,157.0,60.0,24.32,Low,Medium
5,Male,124.4,29.9,19.34,Low,Low
8,Female,137.3,33.6,17.84,Low,Low
8,Female,126.4,30.6,19.12,Medium,Low
11,Male,166.3,60.3,21.81,Low,Medium
12,Female,157.6,60.7,24.44,Medium,Medium
5,Male,124.1,24.3,15.77,Low,Low
9,Male,123.9,20.6,13.39,High,Medium
11,Female,161.3,61.7,23.71,Low,Medium
16,Female,166.4,57.9,20.93,Low,Medium
8,Male,139.1,41.6,21.48,Low,Low
17,Male,185.0,88.3,25.8,High,High
8,Female,123.0,25.7,17.01,Medium,Low
8,Male,128.5,40.5,24.54,High,Medium
16,Female,174.8,74.0,24.23,High,High
10,Male,152.7,52.5,22.51,High,High
11,Female,152.6,43.2,18.57,High,Medium
6,Male,111.7,24.2,19.44,Low,Low
9,Male,116.5,15.0,11.05,High,Low
8,Female,120.0,21.9,15.18,High,Low
17,Male,177.1,72.2,23.02,High,High
7,Male,112.6,15.0,11.82,Low,Low
11,Female,160.2,49.8,19.38,Medium,Medium
15,Male,172.8,79.9,26.77,Low,Medium
16,Male,176.5,68.9,22.11,Low,Medium
10,Male,135.7,45.0,24.45,High,High
11,Female,145.7,38.3,18.04,High,Medium
9,Female,128.0,35.8,21.85,Medium,Low
17,Female,167.5,60.9,21.69,High,High
10,Male,148.0,43.0,19.66,Low,Low
9,Male,122.2,22.2,14.87,Low,Low
11,Male,146.4,39.6,18.47,Medium,Medium
6,Male,135.3,28.3,15.46,Medium,Medium
15,Female,153.3,46.6,19.84,High,Medium
9,Male,140.5,43.0,21.8,Medium,Medium
10,Male,154.8,54.8,22.87,Medium,High
10,Male,135.3,35.8,19.53,Medium,Medium
9,Female,128.8,26.2,15.81,Low,Low
14,Male,174.0,78.4,25.89,High,High
11,Male,132.6,41.0,23.33,Medium,Medium
14,Male,165.4,70.0,25.59,Medium,High
12,Male,144.2,42.5,20.46,High,High
11,Male,138.5,28.8,14.99,Medium,Medium
9,Female,125.9,15.0,9.46,High,Low
5,Male,119.0,18.5,13.05,Low,Low
17,Male,178.7,62.8,19.66,Low,Medium
9,Male,118.7,17.1,12.16,High,Low
14,Male,172.9,84.1,28.14,High,High
6,Male,108.4,15.0,12.75,Medium,Low
17,Male,163.4,53.1,19.89,Medium,High
9,Male,125.1,30.2,19.3,High,Medium
9,Male,123.1,15.0,9.91,Low,Low
6,Male,121.0,24.1,16.44,Low,Low
9,Male,118.3,30.1,21.48,Medium,Low
17,Female,172.5,65.6,22.02,Low,Medium
8,Female,135.0,26.6,14.62,Low,Low
5,Female,124.2,28.9,18.74,High,Low
7,Female,114.0,15.0,11.54,Low,Low
5,Male,142.9,49.4,24.19,High,High
16,Female,156.2,47.5,19.46,Medium,Medium
15,Female,150.4,64.6,28.54,Medium,Medium
9,Male,104.9,15.0,13.64,Medium,Low
8,Female,126.0,26.3,16.57,Medium,Low
11,Female,142.8,56.5,27.7,Low,Low
9,Male,135.3,43.6,23.79,Low,Low
14,Male,171.1,74.1,25.29,High,High
8,Male,127.9,15.0,9.17,Low,Low
6,Female,122.3,16.7,11.15,Low,Low
8,Female,136.1,44.8,24.18,High,Medium
16,Male,183.7,73.3,21.72,High,High
6,Male,135.1,29.0,15.87,Medium,Medium
12,Female,140.4,32.2,16.34,Low,Low
7,Male,132.8,36.0,20.43,High,Medium
13,Female,161.0,68.7,26.51,High,High
17,Male,153.9,61.7,26.02,Low,Medium
8,Male,116.0,15.0,11.15,Low,Low
17,Female,161.4,64.5,24.77,High,High
10,Male,146.0,38.8,18.21,High,High
14,Male,185.6,83.9,24.36,High,High
9,Male,116.2,20.3,15.07,Low,Low
14,Female,178.2,86.7,27.3,Medium,High
17,Male,161.8,44.6,17.04,Medium,Medium
5,Male,104.8,15.0,13.65,Low,Low
13,Male,159.9,71.2,27.83,Low,Medium
5,Male,136.8,38.6,20.65,Low,Low
12,Male,148.4,49.1,22.28,Medium,Medium
13,Male,169.0,64.5,22.59,Medium,High
13,Female,178.3,89.3,28.1,High,High
5,Female,114.6,15.0,11.41,High,Low
6,Male,114.5,15.0,11.44,High,Low
16,Female,142.4,38.6,19.05,High,Medium
17,Female,173.8,74.6,24.72,Low,Medium
5,Male,130.6,42.0,24.63,Medium,Medium
14,Female,172.2,65.0,21.91,Medium,High
6,Female,113.2,15.0,11.71,Low,Low
14,Female,149.0,52.1,23.47,High,Medium
16,Female,151.8,45.3,19.66,Low,Low
12,Female,135.8,35.3,19.15,Medium,Low
9,Female,140.5,55.4,28.02,Medium,Medium
16,Female,175.0,60.9,19.87,Medium,Medium
15,Female,160.4,57.0,22.17,Medium,Medium
11,Male,148.0,50.0,22.83,Medium,Medium
6,Male,118.2,15.2,10.88,Low,Low
12,Female,148.6,71.7,32.47,Low,Medium
15,Female,153.6,58.0,24.58,High,High
10,Male,152.5,44.1,18.98,Low,Medium
12,Female,136.5,17.8,9.56,Low,Low
5,Female,133.1,35.8,20.21,Medium,Low
5,Male,120.7,15.0,10.29,Low,Low
16,Male,157.1,67.4,27.31,Medium,High
11,Male,161.1,58.9,22.7,Medium,High
12,Female,146.8,42.2,19.6,High,Medium
17,Female,161.8,57.1,21.82,High,High
7,Male,132.6,40.5,23.03,Low,Low
9,Male,111.6,15.0,12.04,Medium,Low
16,Female,176.1,90.1,29.07,Low,Medium
5,Male,123.6,21.9,14.32,Low,Low
11,Female,151.0,57.9,25.39,Medium,Medium
9,Female,109.5,16.6,13.8,Low,Low
12,Male,141.2,46.6,23.36,Medium,Medium
17,Male,165.0,61.0,22.38,High,High
12,Female,155.3,59.1,24.5,High,High
13,Male,171.8,71.0,24.06,High,High
11,Male,141.1,40.1,20.14,Low,Low
15,Male,168.2,61.7,21.83,Medium,High
5,Male,137.6,20.6,10.89,Low,Low
17,Female,163.0,73.0,27.47,Medium,High
7,Female,121.9,25.4,17.07,Low,Low
12,Female,126.1,15.4,9.66,Low,Low
7,Female,122.2,28.0,18.71,Medium,Low
12,Male,127.6,37.7,23.18,High,Medium
5,Male,123.9,30.1,19.61,High,Medium
9,Female,134.9,27.7,15.25,Medium,Low
8,Female,103.8,15.0,13.92,Medium,Low
9,Male,137.3,33.0,17.47,Medium,Medium
12,Female,141.7,48.6,24.2,Medium,Medium
14,Female,164.7,68.6,25.27,Low,Medium
8,Male,120.0,42.3,29.39,High,Medium
15,Female,147.9,34.7,15.89,Medium,Low
8,Male,117.2,16.7,12.2,Low,Low
7,Male,146.0,30.6,14.34,Low,Low
11,Female,134.0,38.8,21.6,Low,Low
7,Male,109.1,17.6,14.82,Medium,Low
16,Female,166.4,77.9,28.15,High,High
7,Male,124.1,25.7,16.64,Medium,Low
15,Female,161.8,46.5,17.75,Medium,Medium
14,Female,165.1,64.7,23.74,High,High
9,Female,131.4,34.9,20.22,Low,Low
9,Male,119.1,15.0,10.57,Low,Low
10,Male,146.9,44.8,20.76,Medium,Medium
12,Female,155.2,45.0,18.68,High,Medium
14,Male,155.0,50.1,20.86,Medium,Medium
10,Female,121.8,29.1,19.61,Medium,Low
16,Female,171.7,77.1,26.17,High,High
5,Male,150.0,38.9,17.27,High,High
12,Female,144.9,39.3,18.7,Low,Low
12,Male,147.0,47.5,21.96,High,High
13,Female,162.0,63.9,24.32,Low,Medium
13,Male,180.9,75.6,23.1,Medium,High
6,Female,124.2,28.0,18.17,Low,Low
6,Female,123.1,22.9,15.07,Medium,Low
7,Male,134.1,15.0,8.34,Medium,Low
5,Female,120.2,15.6,10.79,High,Low
8,Female,112.2,15.0,11.93,Medium,Low
8,Male,133.8,39.2,21.92,Medium,Medium
13,Female,159.1,64.7,25.55,Low,Medium
13,Male,155.2,41.9,17.37,High,High
13,Female,186.0,89.5,25.87,High,High
14,Male,163.2,62.6,23.51,Low,Medium
11,Female,149.9,51.0,22.66,High,High
6,Female,125.3,20.4,12.98,Medium,Low
14,Female,156.1,55.6,22.82,Medium,Medium
9,Male,131.9,41.1,23.62,High,Medium
8,Male,128.1,29.0,17.69,Low,Low
16,Male,158.4,58.1,23.14,High,High
15,Male,169.3,65.5,22.84,Medium,High
12,Female,139.9,48.3,24.68,Low,Low
6,Female,114.0,15.0,11.55,High,Low
10,Male,132.9,26.5,15.01,High,Medium
