Age,Gender,Height_cm,Weight_kg,BMI,Activity_Level,Daily_Calories,Calorie_Level
17,Female,166.6,70.7,25.49,Medium,2254.0,High
8,Female,118.8,40.1,28.42,High,1696.0,Medium
5,Male,125.0,33.6,21.53,High,1976.0,Medium
7,Male,141.5,52.2,26.09,Medium,2065.0,Medium
17,Male,167.2,53.3,19.04,Low,1797.0,Medium
13,Female,154.8,40.7,16.98,Low,1378.0,Low
11,Female,154.6,55.0,22.99,Medium,1951.0,Medium
11,Female,148.6,39.4,17.85,Medium,1661.0,Medium
17,Female,153.6,48.2,20.42,Low,1436.0,Low
17,Female,148.9,69.1,31.17,Medium,2065.0,Medium
15,Male,155.2,64.7,26.87,High,2786.0,High
8,Female,133.4,25.9,14.55,High,1604.0,Medium
6,Female,122.0,15.0,10.08,High,1299.0,Low
8,Male,125.8,17.7,11.15,Medium,1392.0,Low
10,Female,131.6,27.2,15.68,Low,1060.0,Low
15,Male,173.6,71.1,23.57,Low,2071.0,Medium
15,Male,144.8,34.6,16.5,High,2127.0,Medium
7,Male,118.4,27.5,19.59,Medium,1478.0,Low
5,Male,129.2,23.5,14.08,Medium,1534.0,Low
16,Male,153.8,59.0,24.94,Low,1771.0,Medium
12,Female,151.1,51.6,22.58,Medium,1859.0,Medium
16,Male,156.3,63.8,26.12,Low,1848.0,Medium
17,Male,152.7,50.8,21.79,Low,1660.0,Medium
9,Female,137.9,30.5,16.03,Medium,1440.0,Low
9,Female,126.5,21.8,13.58,Medium,1204.0,Low
15,Male,170.2,65.5,22.62,Low,1979.0,Medium
8,Female,135.2,51.7,28.29,Low,1393.0,Low
10,Female,118.8,19.4,13.76,High,1306.0,Low
7,Male,131.3,31.4,18.19,Medium,1657.0,Medium
13,Male,157.4,64.4,26.02,Medium,2352.0,High
9,Female,118.7,18.7,13.28,Medium,1084.0,Low
7,Male,129.4,38.3,22.91,High,2092.0,Medium
15,Male,161.4,58.4,22.42,Low,1827.0,Medium
5,Female,130.9,27.2,15.84,Low,1085.0,Low
14,Male,164.6,56.7,20.95,Medium,2297.0,High
16,Male,166.7,81.5,29.33,Low,2138.0,Medium
10,Male,140.1,39.5,20.14,Medium,1839.0,Medium
6,Male,114.4,15.0,11.47,Medium,1260.0,Low
17,Male,157.6,59.2,23.82,High,2694.0,High
7,Female,124.0,18.8,12.21,High,1380.0,Low
5,Female,143.4,40.3,19.58,High,2003.0,Medium
13,Male,179.7,82.2,25.45,Low,2262.0,High
12,Female,138.5,50.6,26.41,High,2071.0,Medium
16,Male,165.6,66.4,24.22,Low,1949.0,Medium
6,Male,122.1,16.4,11.02,Medium,1354.0,Low
16,Male,166.3,62.3,22.51,High,2857.0,High
15,Male,167.6,72.8,25.93,Low,2047.0,Medium
12,Male,150.3,34.6,15.33,Medium,1845.0,Medium
16,Female,136.0,27.6,14.95,Low,1062.0,Low
13,Female,168.7,70.4,24.74,Low,1838.0,Medium
5,Male,121.0,15.0,10.24,High,1595.0,Low
17,Female,158.0,55.5,22.23,Low,1555.0,Low
9,Male,132.9,29.1,16.47,Low,1298.0,Low
12,Female,159.7,66.7,26.16,Medium,2166.0,Medium
15,Male,171.9,69.9,23.65,High,3066.0,High
6,Female,119.8,29.3,20.42,Low,1021.0,Low
8,Male,114.2,15.0,11.49,Medium,1243.0,Low
11,Male,114.9,29.1,22.06,High,1728.0,Medium
7,Female,126.8,15.7,9.78,Low,905.0,Low
17,Female,170.8,83.7,28.7,Medium,2488.0,High
16,Male,164.0,60.7,22.57,High,2802.0,High
9,Female,134.3,46.1,25.56,Medium,1642.0,Medium
12,Male,131.8,41.3,23.76,High,2127.0,Medium
16,Female,163.3,40.5,15.18,Low,1421.0,Low
14,Female,162.5,66.3,25.12,High,2606.0,High
7,Male,123.9,31.9,20.77,High,1914.0,Medium
8,Female,136.7,47.3,25.32,Low,1352.0,Low
13,Female,164.0,54.5,20.29,Low,1613.0,Medium
11,Male,142.1,46.8,23.18,High,2350.0,High
5,Female,115.6,17.2,12.86,Medium,1063.0,Low
16,Male,178.3,81.7,25.71,Medium,2785.0,High
8,Male,110.7,18.7,15.25,Medium,1265.0,Low
8,Male,119.5,28.7,20.12,High,1798.0,Medium
13,Male,181.9,76.7,23.17,High,3319.0,High
10,Male,149.7,51.8,23.12,Low,1690.0,Medium
13,Female,164.8,65.1,23.98,Low,1746.0,Medium
16,Male,165.2,63.3,23.19,High,2863.0,High
10,Male,135.5,34.4,18.72,High,2063.0,Medium
10,Female,144.3,45.9,22.03,Medium,1725.0,Medium
9,Female,121.5,16.7,11.3,High,1296.0,Low
9,Female,126.8,33.9,21.06,High,1665.0,Medium
6,Male,109.9,20.1,16.62,Low,1036.0,Low
12,Male,149.0,42.4,19.11,High,2340.0,High
12,Male,155.2,65.7,27.29,Medium,2358.0,High
15,Female,163.0,56.4,21.24,Low,1616.0,Medium
17,Male,171.5,78.7,26.75,Medium,2667.0,High
5,Female,128.1,38.6,23.54,High,1802.0,Medium
12,Male,138.9,38.2,19.78,High,2151.0,Medium
9,Female,114.4,15.0,11.46,Low,791.0,Low
6,Male,115.8,15.0,11.18,Low,1019.0,Low
6,Male,127.9,30.8,18.83,Medium,1624.0,Medium
10,Male,144.4,60.2,28.83,High,2627.0,High
15,Female,177.8,64.2,20.32,High,2731.0,High
17,Female,172.9,73.7,24.65,Medium,2358.0,High
13,Male,172.9,72.2,24.15,Medium,2614.0,High
5,Male,127.6,24.0,14.72,Low,1221.0,Low
16,Male,155.4,54.7,22.67,Medium,2165.0,Medium
10,Female,148.3,43.9,19.98,Low,1386.0,Low
13,Male,165.6,75.6,27.55,High,3116.0,High
12,Male,133.6,44.4,24.84,Low,1468.0,Low
15,Male,177.1,77.8,24.81,Medium,2722.0,High
10,Male,156.0,54.9,22.55,Low,1775.0,Medium
7,Female,113.6,15.0,11.63,Medium,996.0,Low
12,Female,138.6,39.3,20.47,Low,1247.0,Low
13,Male,159.5,74.3,29.2,Medium,2520.0,High
5,Male,131.1,30.3,17.61,Low,1322.0,Low
16,Female,169.9,63.2,21.89,High,2616.0,High
13,Female,165.4,62.3,22.75,Medium,2146.0,Medium
10,Male,147.7,53.8,24.63,High,2549.0,High
10,Female,132.1,26.4,15.11,Medium,1318.0,Low
16,Female,168.8,68.5,24.05,Medium,2249.0,High
8,Male,124.0,27.8,18.07,Medium,1527.0,Low
5,Female,118.2,15.0,10.73,High,1265.0,Low
14,Female,149.7,35.6,15.87,Medium,1590.0,Low
12,Male,145.3,36.7,17.39,Low,1464.0,Low
6,Male,128.6,21.7,13.13,High,1792.0,Medium
16,Female,148.0,46.1,21.07,Low,1374.0,Low
5,Male,125.2,25.5,16.3,High,1832.0,Medium
6,Female,126.2,32.8,20.59,Low,1111.0,Low
5,Male,119.5,15.0,10.51,Medium,1315.0,Low
5,Female,128.8,34.2,20.63,Low,1153.0,Low
13,Male,163.7,60.7,22.66,High,2826.0,High
17,Female,167.8,53.5,19.01,Medium,2008.0,Medium
5,Female,130.3,30.5,17.92,Medium,1400.0,Low
17,Female,170.3,80.9,27.87,Low,1953.0,Medium
8,Male,135.2,42.2,23.12,Medium,1848.0,Medium
14,Male,168.4,67.8,23.9,High,2997.0,High
10,Female,140.2,49.2,25.04,Medium,1737.0,Medium
11,Female,138.5,40.1,20.88,Low,1260.0,Low
6,Male,114.4,22.2,16.99,Medium,1368.0,Low
10,Male,146.5,33.2,15.48,Medium,1804.0,Medium
11,Male,158.2,48.2,19.26,Low,1705.0,Medium
14,Male,161.4,67.2,25.81,Low,1940.0,Medium
14,Male,169.5,81.8,28.48,High,3262.0,High
6,Male,117.5,20.8,15.08,High,1651.0,Medium
6,Female,126.9,23.0,14.25,Low,999.0,Low
14,Male,177.6,70.8,22.44,High,3155.0,High
11,Female,151.9,49.3,21.39,Low,1472.0,Low
16,Male,149.3,59.0,26.47,Medium,2172.0,Medium
5,Male,130.7,28.0,16.37,Medium,1615.0,Medium
12,Female,151.2,59.5,26.06,Low,1583.0,Low
15,Female,166.7,72.0,25.88,Medium,2288.0,High
17,Male,171.7,85.4,28.97,High,3324.0,High
7,Female,116.7,18.3,13.42,High,1288.0,Low
15,Female,165.6,65.2,23.78,Low,1742.0,Medium
10,Female,156.1,64.9,26.63,Low,1696.0,Medium
13,Female,175.2,67.7,22.06,High,2783.0,High
10,Male,150.5,46.9,20.72,Low,1638.0,Medium
13,Female,156.2,42.7,17.52,Medium,1766.0,Medium
11,Male,134.6,24.6,13.56,Low,1244.0,Low
13,Male,166.1,81.5,29.54,Medium,2691.0,High
6,Male,126.8,32.3,20.12,Low,1309.0,Low
16,Male,164.0,53.0,19.72,High,2665.0,High
12,Female,137.0,46.5,24.8,High,1980.0,Medium
12,Female,149.4,43.7,19.6,Low,1380.0,Low
6,Male,126.1,31.2,19.64,High,1936.0,Medium
16,Male,167.9,72.9,25.86,Medium,2555.0,High
8,Male,130.9,44.3,25.81,Low,1471.0,Low
15,Male,162.3,58.0,22.01,High,2743.0,High
11,Female,140.1,34.2,17.42,Medium,1502.0,Low
15,Male,176.1,54.6,17.6,Low,1891.0,Medium
8,Female,117.4,16.5,11.93,Low,837.0,Low
8,Male,120.3,26.1,18.04,High,1760.0,Medium
10,Male,157.3,64.2,25.95,High,2845.0,High
14,Male,159.5,69.5,27.33,High,2930.0,High
10,Male,144.0,46.3,22.34,Low,1582.0,Low
14,Female,160.9,64.9,25.08,High,2563.0,High
7,Female,107.2,15.0,13.06,Low,749.0,Low
13,Female,163.8,69.4,25.89,High,2685.0,High
16,Male,154.9,47.4,19.76,Low,1641.0,Medium
14,Male,167.5,56.3,20.05,Medium,2317.0,High
15,Female,176.1,69.4,22.4,Medium,2338.0,High
6,Female,102.9,15.0,14.18,High,1083.0,Low
10,Male,140.9,30.5,15.37,High,2054.0,Medium
16,Male,169.5,64.5,22.43,Medium,2444.0,High
11,Female,123.2,18.4,12.1,Medium,1106.0,Low
16,Male,178.4,84.6,26.6,High,3395.0,High
17,Male,168.8,74.1,26.0,Low,2059.0,Medium
13,Female,175.8,76.4,24.71,High,2946.0,High
17,Male,159.4,63.0,24.8,High,2782.0,High
7,Female,120.6,24.3,16.74,Low,961.0,Low
14,Male,163.4,60.5,22.66,Low,1873.0,Medium
7,Female,146.4,42.0,19.62,Medium,1709.0,Medium
11,Male,158.2,70.5,28.17,Low,1972.0,Medium
8,Female,126.3,15.0,9.4,Medium,1108.0,Low
17,Female,167.5,61.6,21.95,High,2551.0,High
12,Female,151.3,49.7,21.71,Medium,1833.0,Medium
17,Female,188.9,93.4,26.17,Low,2242.0,High
11,Male,148.8,57.9,26.15,Medium,2189.0,Medium
9,Male,125.5,40.3,25.61,Medium,1721.0,Medium
11,Female,141.6,40.9,20.38,High,1940.0,Medium
7,Male,127.3,27.2,16.74,Low,1245.0,Low
16,Male,159.1,62.0,24.5,Medium,2310.0,High
6,Male,130.0,25.7,15.22,High,1880.0,Medium
10,Male,130.7,21.2,12.42,Medium,1476.0,Low
6,Male,122.4,21.6,14.44,Medium,1434.0,Low
7,Female,132.3,38.3,21.87,Low,1217.0,Low
10,Female,148.7,46.7,21.14,High,2134.0,Medium
9,Female,120.4,23.7,16.34,Medium,1175.0,Low
12,Female,142.7,27.7,13.62,High,1706.0,Medium
13,Male,175.4,75.5,24.55,High,3224.0,High
15,Male,152.9,49.7,21.25,Medium,2073.0,Medium
7,Female,113.0,15.0,11.76,Medium,990.0,Low
16,Male,155.7,61.0,25.15,Low,1809.0,Medium
14,Male,164.9,79.7,29.3,Low,2115.0,Medium
7,Female,111.4,19.4,15.59,High,1249.0,Low
7,Male,134.5,43.0,23.74,Medium,1861.0,Medium
17,Female,155.8,61.5,25.33,Medium,2013.0,Medium
17,Female,167.2,72.4,25.89,High,2742.0,High
10,Male,139.2,24.8,12.8,Low,1288.0,Low
5,Male,124.3,23.3,15.08,Medium,1486.0,Low
11,Female,129.0,33.0,19.86,Medium,1381.0,Low
16,Female,175.0,79.3,25.88,Medium,2468.0,High
5,Male,115.4,25.6,19.2,High,1722.0,Medium
9,Female,114.3,15.0,11.47,Medium,988.0,Low
14,Female,188.8,93.6,26.27,Medium,2828.0,High
17,Female,170.5,62.0,21.32,Medium,2160.0,Medium
12,Male,154.6,52.9,22.14,Low,1729.0,Medium
8,Female,129.6,29.1,17.32,Medium,1350.0,Low
9,Male,120.5,27.4,18.86,Medium,1480.0,Low
8,Female,111.9,17.9,14.28,High,1219.0,Low
16,Male,162.0,63.0,23.99,High,2821.0,High
16,Female,155.2,38.0,15.77,Medium,1664.0,Medium
8,Male,115.8,19.4,14.45,Medium,1324.0,Low
16,Male,149.2,47.0,21.13,Low,1593.0,Low
12,Male,146.1,57.3,26.82,Low,1717.0,Medium
6,Female,140.7,50.0,25.23,Medium,1782.0,Medium
5,Female,130.6,23.1,13.53,Medium,1291.0,Low
7,Female,123.9,28.6,18.62,Low,1038.0,Low
13,Male,164.6,69.4,25.62,Medium,2494.0,High
8,Female,94.5,15.0,16.79,High,972.0,Low
14,Male,160.8,64.0,24.75,Low,1895.0,Medium
9,Female,110.7,15.8,12.86,High,1159.0,Low
6,Male,126.3,38.4,24.03,Low,1378.0,Low
8,Male,122.4,18.0,12.01,Medium,1365.0,Low
6,Male,116.3,15.0,11.09,High,1533.0,Low
6,Female,126.1,32.4,20.36,Medium,1382.0,Low
8,Female,126.0,15.0,9.44,High,1326.0,Low
10,Female,160.2,65.4,25.49,Low,1733.0,Medium
11,Male,151.9,55.7,24.14,Medium,2184.0,Medium
14,Male,167.2,48.4,17.32,Medium,2196.0,Medium
7,Female,115.5,15.0,11.24,Medium,1014.0,Low
7,Female,114.3,26.9,20.58,High,1416.0,Low
14,Female,171.0,59.3,20.29,High,2576.0,High
10,Male,143.0,44.7,21.86,High,2332.0,High
17,Male,167.5,59.5,21.19,Low,1874.0,Medium
16,Male,174.8,69.1,22.62,Medium,2563.0,High
7,Male,109.9,25.2,20.88,Medium,1363.0,Low
17,Male,179.0,80.0,24.96,Medium,2757.0,High
6,Female,134.7,38.8,21.4,High,1870.0,Medium
12,Male,124.5,23.6,15.21,Low,1150.0,Low
9,Male,148.5,36.4,16.5,Medium,1879.0,Medium
5,Male,128.2,18.7,11.4,Medium,1453.0,Low
7,Male,120.2,29.6,20.51,High,1832.0,Medium
14,Male,170.2,71.4,24.66,High,3083.0,High
12,Female,135.2,29.1,15.89,Medium,1372.0,Low
8,Male,130.5,30.3,17.79,Low,1300.0,Low
11,Male,137.1,42.4,22.55,Medium,1845.0,Medium
14,Male,185.2,88.8,25.9,Medium,2971.0,High
16,Female,165.6,59.4,21.68,High,2499.0,High
6,Female,131.5,18.9,10.93,Medium,1230.0,Low
11,Female,137.1,33.9,18.02,Medium,1470.0,Low
9,Male,133.2,42.0,23.71,Medium,1819.0,Medium
9,Female,124.9,31.7,20.33,Medium,1337.0,Low
10,Male,130.9,34.2,19.94,High,2006.0,Medium
17,Male,162.6,61.2,23.16,Low,1859.0,Medium
13,Female,184.3,80.2,23.6,Medium,2592.0,High
10,Male,153.6,52.4,22.2,High,2590.0,High
16,Male,161.2,67.5,25.96,Low,1929.0,Medium
17,Male,146.3,54.4,25.41,High,2481.0,High
12,Female,136.7,34.6,18.51,Medium,1469.0,Low
11,Male,130.9,51.2,29.88,Medium,1921.0,Medium
13,Male,146.5,47.3,22.02,Low,1595.0,Low
8,Female,132.9,30.1,17.04,Medium,1395.0,Low
6,Male,125.6,37.4,23.72,Medium,1702.0,Medium
11,Male,163.0,46.6,17.57,Low,1722.0,Medium
10,Female,135.0,38.9,21.32,Medium,1532.0,Low
5,Male,125.0,24.4,15.62,Low,1206.0,Low
15,Male,151.1,62.6,27.45,Medium,2251.0,High
13,Male,159.1,63.9,25.26,High,2831.0,High
13,Male,162.8,63.9,24.11,Low,1916.0,Medium
16,Male,161.3,66.6,25.6,Low,1918.0,Medium
6,Female,125.5,17.1,10.84,High,1376.0,Low
7,Female,134.7,42.5,23.39,Medium,1606.0,Medium
9,Female,133.7,22.9,12.82,Low,1030.0,Low
9,Female,117.3,20.2,14.66,Medium,1093.0,Low
5,Male,124.7,25.0,16.07,Low,1211.0,Low
12,Male,152.9,38.8,16.6,Low,1547.0,Low
16,Male,175.4,75.9,24.69,High,3204.0,High
12,Male,138.4,40.6,21.22,High,2189.0,Medium
8,Male,132.1,26.8,15.39,Medium,1588.0,Low
17,Female,168.3,60.2,21.25,Low,1690.0,Medium
11,Female,134.3,38.3,21.21,Low,1208.0,Low
15,Male,173.0,75.9,25.36,High,3186.0,High
14,Male,166.5,68.3,24.64,Low,1991.0,Medium
7,Male,107.6,15.0,12.96,Medium,1189.0,Low
10,Female,142.1,37.5,18.6,Low,1263.0,Low
14,Male,165.4,83.6,30.55,Medium,2707.0,High
17,Male,158.9,56.6,22.39,Low,1775.0,Medium
14,Male,177.3,70.4,22.39,Medium,2620.0,High
16,Female,177.6,78.1,24.74,High,2970.0,High
13,Male,161.2,59.7,22.99,Medium,2317.0,High
5,Female,120.1,17.5,12.14,Low,887.0,Low
9,Female,123.7,38.7,25.28,High,1717.0,Medium
8,Female,123.0,15.0,9.91,Low,861.0,Low
12,Female,139.1,39.4,20.36,Medium,1563.0,Low
15,Female,127.9,19.4,11.86,Medium,1136.0,Low
16,Female,182.5,78.2,23.47,Low,2019.0,Medium
5,Male,125.0,38.9,24.89,Medium,1725.0,Medium
13,Male,163.2,65.5,24.58,High,2907.0,High
10,Male,148.3,50.4,22.93,High,2494.0,High
8,Female,124.2,16.7,10.82,Medium,1113.0,Low
16,Male,160.7,57.3,22.19,Low,1803.0,Medium
13,Female,154.9,69.5,28.96,Medium,2157.0,Medium
15,Female,146.6,50.6,23.54,Medium,1780.0,Medium
9,Female,111.5,15.0,12.07,Medium,961.0,Low
9,Male,113.8,17.4,13.4,Medium,1268.0,Low
16,Female,171.5,73.7,25.04,Medium,2351.0,High
9,Female,132.2,25.5,14.6,Low,1051.0,Low
5,Male,116.2,15.0,11.11,Low,1027.0,Low
5,Male,98.4,16.4,16.95,Medium,1138.0,Low
12,Female,145.1,48.2,22.91,Medium,1752.0,Medium
16,Female,160.8,48.2,18.66,High,2243.0,High
12,Male,140.5,44.6,22.59,Medium,1904.0,Medium
16,Male,174.6,85.0,27.89,High,3359.0,High
10,Male,146.4,39.2,18.27,High,2271.0,High
16,Female,155.2,51.6,21.4,High,2241.0,High
15,Male,152.9,64.6,27.6,Low,1838.0,Medium
17,Male,162.4,62.7,23.76,High,2810.0,High
8,Male,115.9,15.0,11.16,Low,1008.0,Low
6,Female,124.3,15.0,9.71,Low,883.0,Low
6,Male,135.3,43.8,23.95,Medium,1888.0,Medium
13,Male,151.2,49.7,21.74,Low,1658.0,Medium
9,Male,125.9,15.0,9.47,Low,1076.0,Low
8,Male,134.2,21.6,11.99,Low,1223.0,Low
14,Male,164.1,59.6,22.14,Low,1869.0,Medium
17,Female,172.2,63.6,21.46,Medium,2200.0,High
5,Female,122.1,15.0,10.06,Low,873.0,Low
11,Female,146.7,65.5,30.42,Medium,2033.0,Medium
7,Male,129.4,35.1,20.94,High,2033.0,Medium
10,Female,139.3,18.7,9.62,Medium,1269.0,Low
9,Female,144.9,42.4,20.19,Medium,1685.0,Medium
9,Female,130.8,30.1,17.58,High,1642.0,Medium
15,Male,178.0,66.2,20.89,Low,2046.0,Medium
9,Male,135.7,40.0,21.71,Medium,1812.0,Medium
5,Female,128.3,15.0,9.12,High,1378.0,Low
5,Female,138.9,47.6,24.7,High,2085.0,Medium
7,Male,126.9,38.4,23.86,Medium,1721.0,Medium
16,Male,157.7,76.5,30.77,Low,2011.0,Medium
14,Female,165.1,52.6,19.27,High,2388.0,High
8,Male,114.9,15.0,11.35,Low,1000.0,Low
9,Female,104.0,15.0,13.87,Medium,891.0,Low
6,Male,116.5,25.9,19.12,Medium,1443.0,Low
12,Female,145.7,52.2,24.58,Medium,1818.0,Medium
15,Female,175.6,84.3,27.32,High,3068.0,High
15,Male,156.4,67.5,27.56,High,2848.0,High
6,Female,135.1,36.7,20.12,High,1837.0,Medium
13,Female,152.9,51.2,21.9,Low,1490.0,Low
6,Female,115.8,15.0,11.19,Medium,1024.0,Low
17,Male,179.5,77.1,23.93,High,3263.0,High
13,Male,165.5,64.3,23.49,Medium,2426.0,High
11,Male,143.3,35.7,17.38,High,2164.0,Medium
12,Female,147.4,47.0,21.67,High,2107.0,Medium
15,Male,152.9,44.4,19.0,Medium,1995.0,Medium
6,Female,121.7,30.6,20.66,Low,1051.0,Low
11,Female,145.0,48.4,23.03,Medium,1762.0,Medium
16,Male,177.3,73.6,23.42,High,3185.0,High
10,Male,128.3,29.8,18.11,Medium,1582.0,Low
8,Female,142.6,33.8,16.61,High,1851.0,Medium
11,Female,143.8,35.7,17.29,Medium,1560.0,Low
17,Male,153.9,48.8,20.62,Medium,2055.0,Medium
8,Male,112.1,15.0,11.94,Medium,1223.0,Low
6,Male,127.7,28.9,17.69,Medium,1593.0,Low
14,Female,151.5,52.7,22.95,High,2237.0,High
16,Female,159.4,48.8,19.23,Low,1492.0,Low
11,Female,142.5,41.9,20.61,Low,1312.0,Low
12,Female,156.4,49.9,20.39,High,2260.0,High
6,Female,135.2,15.0,8.21,Low,965.0,Low
9,Male,118.6,43.2,30.71,Medium,1699.0,Medium
5,Male,122.9,16.5,10.92,Low,1095.0,Low
11,Female,129.0,23.1,13.87,Low,986.0,Low
12,Female,124.6,15.0,9.66,Medium,1062.0,Low
17,Male,152.7,44.2,18.97,High,2370.0,High
10,Male,156.2,54.7,22.42,Low,1774.0,Medium
9,Male,132.8,43.6,24.73,Low,1471.0,Low
10,Male,148.8,47.3,21.34,Low,1630.0,Medium
6,Female,110.4,15.0,12.3,Medium,974.0,Low
5,Male,117.9,27.5,19.78,Low,1190.0,Low
11,Female,136.4,32.2,17.32,Medium,1438.0,Low
11,Male,143.3,43.5,21.18,High,2306.0,High
14,Male,162.7,55.3,20.9,Medium,2258.0,High
15,Male,155.0,68.5,28.5,Low,1900.0,Medium
14,Female,168.5,76.9,27.08,Medium,2386.0,High
6,Female,127.3,26.1,16.09,High,1557.0,Low
6,Male,117.7,15.0,10.83,Medium,1291.0,Low
5,Female,128.0,27.8,16.95,Medium,1338.0,Low
14,Female,176.2,75.1,24.19,Medium,2433.0,High
12,Male,159.3,46.9,18.49,Low,1691.0,Medium
12,Male,149.9,58.6,26.06,Medium,2201.0,High
5,Female,129.6,27.8,16.55,High,1624.0,Medium
16,Female,162.6,77.8,29.42,Medium,2330.0,High
15,Female,175.3,78.7,25.6,Medium,2469.0,High
12,Male,134.3,15.0,8.32,Medium,1402.0,Low
13,Male,174.1,63.9,21.07,Low,2001.0,Medium
8,Female,122.1,15.0,10.06,Low,855.0,Low
5,Male,139.9,29.6,15.1,High,2070.0,Medium
5,Male,130.9,17.8,10.4,High,1757.0,Medium
7,Female,124.3,26.3,17.04,High,1520.0,Low
9,Female,122.6,20.1,13.37,High,1371.0,Low
9,Male,130.3,36.2,21.32,Medium,1704.0,Medium
13,Male,169.8,69.5,24.1,Low,2035.0,Medium
14,Female,161.0,59.1,22.79,Medium,2049.0,Medium
16,Male,165.9,81.9,29.77,Low,2138.0,Medium
6,Male,134.0,35.7,19.92,High,2106.0,Medium
6,Female,111.4,15.0,12.09,High,1179.0,Low
10,Female,152.3,45.4,19.6,High,2151.0,Medium
13,Male,170.2,60.8,20.99,Medium,2418.0,High
5,Male,136.9,43.0,22.97,Low,1519.0,Low
13,Male,157.8,63.5,25.5,Low,1874.0,Medium
13,Female,165.1,77.6,28.49,Medium,2373.0,High
17,Male,167.1,70.9,25.4,Medium,2509.0,High
13,Male,172.4,69.2,23.3,Medium,2565.0,High
9,Female,129.3,33.4,19.97,High,1685.0,Medium
17,Female,152.6,52.0,22.31,High,2209.0,High
13,Male,167.9,74.8,26.54,Low,2085.0,Medium
15,Female,185.0,95.7,27.95,Low,2253.0,High
8,Female,131.1,29.8,17.32,Medium,1374.0,Low
6,Male,141.4,55.4,27.74,Low,1696.0,Medium
17,Female,175.4,84.9,27.6,High,3060.0,High
10,Female,158.6,58.8,23.36,Medium,2052.0,Medium
8,Male,128.1,33.5,20.39,Low,1320.0,Low
10,Female,150.2,52.7,23.34,Medium,1882.0,Medium
7,Male,127.6,27.7,17.04,Medium,1567.0,Low
10,Male,145.0,60.3,28.69,High,2637.0,High
6,Female,132.4,36.6,20.85,Low,1203.0,Low
6,Female,119.8,15.0,10.45,High,1274.0,Low
17,Female,183.9,75.6,22.37,Medium,2489.0,High
13,Male,155.7,47.8,19.72,High,2505.0,High
11,Female,153.1,57.0,24.33,Low,1574.0,Low
7,Male,138.8,36.1,18.72,Medium,1797.0,Medium
17,Female,163.2,65.9,24.73,Medium,2150.0,Medium
15,Female,153.9,61.4,25.92,Medium,2009.0,Medium
5,Female,136.6,52.8,28.31,High,2152.0,Medium
12,Male,147.0,44.5,20.58,Medium,1963.0,Medium
10,Female,153.1,41.9,17.85,High,2097.0,Medium
11,Female,143.9,58.2,28.13,Low,1519.0,Low
13,Male,182.3,70.7,21.26,High,3215.0,High
9,Male,103.8,15.0,13.91,Low,911.0,Low
5,Female,128.8,42.9,25.87,High,1886.0,Medium
16,Female,178.4,86.9,27.31,High,3138.0,High
14,Female,166.1,69.9,25.36,Medium,2259.0,High
11,Male,148.0,47.6,21.74,Medium,2027.0,Medium
9,Male,120.7,18.7,12.88,Medium,1352.0,Low
7,Male,125.2,20.0,12.76,Low,1143.0,Low
16,Male,148.3,46.0,20.93,Medium,1968.0,Medium
17,Female,157.8,57.4,23.06,Medium,1972.0,Medium
13,Male,157.1,46.1,18.69,High,2490.0,High
5,Male,131.7,25.1,14.49,High,1898.0,Medium
5,Male,119.3,15.0,10.54,High,1576.0,Low
5,Female,119.6,20.2,14.13,Medium,1145.0,Low
7,Female,121.2,21.8,14.87,High,1404.0,Low
16,Male,157.5,71.7,28.92,Medium,2440.0,High
10,Male,147.7,50.7,23.24,Medium,2078.0,Medium
14,Female,168.8,64.3,22.58,Medium,2201.0,High
15,Female,173.3,71.6,23.87,High,2814.0,High
7,Female,131.5,35.4,20.48,High,1764.0,Medium
12,Female,150.5,52.3,23.1,Medium,1865.0,Medium
14,Female,161.7,66.3,25.37,High,2597.0,High
6,Female,121.1,24.1,16.43,Medium,1210.0,Low
13,Female,156.3,54.3,22.22,High,2328.0,High
7,Female,116.1,15.0,11.13,Medium,1020.0,Low
9,Male,126.9,22.2,13.79,Low,1171.0,Low
14,Male,157.8,50.4,20.24,Medium,2138.0,Medium
12,Male,159.7,51.0,20.01,Medium,2180.0,Medium
6,Male,124.6,39.3,25.32,Medium,1721.0,Medium
10,Male,160.0,61.0,23.83,Medium,2348.0,High
16,Male,170.7,69.5,23.84,Medium,2530.0,High
9,Female,117.2,15.0,10.92,High,1218.0,Low
17,Female,164.4,67.8,25.1,High,2627.0,High
14,Male,148.3,57.9,26.34,Medium,2161.0,Medium
13,Male,166.9,72.7,26.09,High,3078.0,High
16,Female,158.1,65.5,26.2,Medium,2104.0,Medium
9,Female,113.9,15.0,11.57,High,1180.0,Low
6,Female,140.2,40.2,20.44,Medium,1631.0,Medium
9,Male,135.3,30.7,16.78,Low,1335.0,Low
16,Female,175.0,75.9,24.77,Low,1934.0,Medium
8,Male,132.8,43.0,24.38,High,2205.0,High
15,Male,152.7,56.2,24.1,Medium,2169.0,Medium
11,Female,141.0,54.0,27.17,High,2170.0,Medium
10,Female,141.6,39.3,19.6,Medium,1600.0,Medium
6,Male,107.9,15.0,12.88,Medium,1199.0,Low
16,Female,159.4,63.5,24.99,Low,1669.0,Medium
15,Female,159.5,60.5,23.77,High,2459.0,High
15,Male,166.3,68.8,24.9,Low,1989.0,Medium
17,Female,190.0,91.4,25.31,High,3340.0,High
